Animal	Sex	Farrowing Group	Line	Sire	Sire Line	Week 8 Weigh Date	Week 8 Weight	Weight Date	Weight	Weight Date_2	Weight_2	Week 22 Weigh Date	Week 22 Weight	Disposal Date	Disposal Code	Disposal Reason
201522104	2	201515	252	4690971914	102	05/28/15	33.9	07/13/15	119.9	08/11/15	177.5	09/09/15	296.3	09/10/15	4	SRSL
201522105	2	201515	252	4690971914	102	05/28/15	34.4	07/13/15	107.3	08/11/15	166.4	09/09/15	280.8	09/15/15	4	SRSL
201522106	2	201515	252	4690971914	102	05/28/15	33.8	07/13/15	106.8	08/11/15	161.2	09/09/15	259.6	09/24/15	4	SRSL
201522107	1	201515	252	4690971914	102	05/28/15	36.3	07/13/15	118.5	08/11/15	194.6	09/09/15	329.4	09/10/15	4	SRSL
201522110	1	201515	252	4690971914	102	05/28/15	33	07/13/15	119.7	08/11/15	181.2	09/09/15	311.2	09/10/15	4	SRSL
201522201	2	201515	124	280774113	112	05/28/15	34.7	07/13/15	104.8	08/11/15	162.5	09/09/15	255.1	01/07/16	4	SEBD
201522202	2	201515	124	280774113	112	05/28/15	36.5	07/13/15	104.1	08/11/15	166.1	09/09/15	264.8	01/07/16	4	SEBD
201522203	2	201515	124	280774113	112	05/28/15	33.3	07/13/15	108.9	08/11/15	163.4	09/09/15	259	01/07/16	4	SEBD
201522204	2	201515	124	280774113	112	05/28/15	38	07/13/15	123.4	08/11/15	187.5	09/09/15	296	04/21/16	4	SEBD
201522206	2	201515	124	280774113	112	05/28/15	28.2	07/13/15	107.8	08/11/15	164.9	09/09/15	268.5	01/20/16	4	OPEN
201522208	1	201515	124	280774113	112	05/28/15	27.8	07/13/15	100.8	08/11/15	168.4	09/09/15	269.3	09/15/15	4	SRSL
201522209	1	201515	124	280774113	112	05/28/15	24.1	07/13/15	98	08/11/15	154.7	09/09/15	263	09/24/15	4	SRSL
201522211	1	201515	124	280774113	112	05/28/15	30.2	07/13/15	103.3	08/11/15	160.8	09/09/15	275.4	09/15/15	4	SRSL
201522212	1	201515	124	280774113	112	05/28/15	28.8	07/13/15	97.7	08/11/15	149.4	09/09/15	249.8	09/24/15	4	SRSL
201522213	1	201515	124	280774113	112	05/28/15	28.3	07/13/15	95.1	08/11/15	155.1	09/09/15	255	09/24/15	4	SRSL
201522214	1	201515	124	280774113	112	05/28/15	31.5	07/13/15	101.3	08/11/15	160.6	09/10/15	259.4	09/24/15	4	SRSL
201522302	2	201515	124	3140211914	103	05/28/15	25.1	05/28/15	25.1	05/28/15	25.1			06/17/15	7	INFC
201522303	2	201515	124	3140211914	103	05/28/15	27.1	07/13/15	83.6	08/11/15	139.1	09/09/15	233.1	10/07/15	4	SRSF
201522305	1	201515	124	3140211914	103	05/28/15	32	07/13/15	102	08/11/15	153.8	09/09/15	259	09/24/15	4	SRSL
201522309	1	201515	124	3140211914	103	05/28/15	21.8	07/13/15	93.9	08/11/15	162.2	09/09/15	272.2	09/15/15	4	SRSL
201522502	2	201515	252	4690971914	102	05/28/15	22.4	07/13/15	94.2	08/11/15	149.6	09/09/15	254.2	09/24/15	4	SRSL
201522503	2	201515	252	4690971914	102	05/28/15	22.9	07/13/15	91.1	08/11/15	149.1	09/09/15	246.7	09/24/15	4	SRSL
201522504	2	201515	252	4690971914	102	05/28/15	28.5	07/13/15	111.1	08/11/15	181	09/09/15	294.1	09/15/15	4	SRSL
201522505	2	201515	252	4690971914	102	05/28/15	24.3	07/13/15	99.1	08/11/15	171.1	09/09/15	278.6	09/15/15	4	SRSL
201522506	1	201515	252	4690971914	102	05/28/15	29.3	07/13/15	112.6	08/11/15	182.5	09/09/15	301.3	09/10/15	4	SRSL
201522507	1	201515	252	4690971914	102	05/28/15	25.4	07/13/15	98.7	08/11/15	159.8	09/09/15	275.7	09/15/15	4	SRSL
201522509	1	201515	252	4690971914	102	05/28/15	23	07/13/15	97.6	08/11/15	163.2	09/09/15	290.2	09/15/15	4	SRSL
201522510	1	201515	252	4690971914	102	05/28/15	24.9	07/13/15	104.1	08/11/15	170.7	09/10/15	287.3	09/15/15	4	SRSL
201522511	1	201515	252	4690971914	102	05/28/15	23.7	07/13/15	87.4	08/11/15	150.9	09/09/15	273.1	09/15/15	4	SRSL
201522601	2	201515	124	280774113	112	05/28/15	26.6	07/13/15	93.6	08/11/15	154.8	09/09/15	251.2	04/21/16	4	SEBD
201522602	2	201515	124	280774113	112	05/28/15	27.7	07/13/15	97.1	08/11/15	156.2	09/09/15	260	04/21/16	4	SEBD
201522603	2	201515	124	280774113	112	05/28/15	23.9	07/13/15	89.6	08/11/15	150.6	09/09/15	252.5	01/07/16	4	SEBD
201522705	2	201515	124	4700915513	112	05/28/15	26.6	07/13/15	81.6	08/11/15	130.1	09/09/15	212	01/07/16	4	SEBD
201522802	2	201515	252	4690971914	102	05/28/15	36.6	07/13/15	118.7	08/11/15	190.5	09/09/15	307.1	09/10/15	4	SRSL
201522907	1	201515	124	280774113	112	05/28/15	31.1	07/13/15	107.3	08/11/15	171.9	09/09/15	270.4	09/15/15	4	SRSL
201522908	1	201515	124	280774113	112	05/28/15	34.5	07/13/15	115.8	08/11/15	188.8	09/09/15	298.7	09/10/15	4	SRSL
201522909	1	201515	124	280774113	112	05/28/15	30.3	07/13/15	103.1	08/11/15	167.5	09/09/15	285.3	09/15/15	4	SRSL
201523001	2	201515	124	280774113	112	05/28/15	29.4	07/13/15	108.9	08/11/15	174.3	09/09/15	276	07/10/17	6	SLRE
201523002	2	201515	124	280774113	112	05/28/15	23.5	07/13/15	89.3	08/11/15	147	09/09/15	240.3	05/25/16	4	OPEN
201523003	2	201515	124	280774113	112	05/28/15	23.1	07/13/15	89.2	08/11/15	146	09/09/15	243.2	01/14/16	4	OPEN
201523004	2	201515	124	280774113	112	05/28/15	24.1	07/13/15	98	08/11/15	159.7	09/09/15	258.3	01/07/16	4	SEBD
201523008	1	201515	124	280774113	112	05/28/15	25.2	07/13/15	106.8	08/11/15	171.3	09/09/15	277.3	09/15/15	4	SRSL
201523011	1	201515	124	280774113	112	05/28/15	24.9	07/13/15	106.1	08/11/15	180.7	09/09/15	297.6	09/15/15	4	SRSL
201523101	2	201515	124	280774113	112	05/28/15	26.3	07/13/15	96.7	08/11/15	163.7	09/09/15	267.3	02/05/16	3	SEPT
201523102	2	201515	124	280774113	112	05/28/15	26.1	07/13/15	105.6	08/11/15	162.9	09/09/15	267.8	09/15/15	4	SRSL
201523105	2	201515	124	280774113	112	05/28/15	25.5	07/13/15	97.1	08/11/15	149.9	09/09/15	250.3	01/14/16	4	OPEN
201523109	1	201515	124	280774113	112	05/28/15	28.6	07/13/15	99.8	08/11/15	165.9	09/09/15	272.8	09/15/15	4	SRSL
201523110	1	201515	124	280774113	112	05/28/15	25.9	07/13/15	98.1	08/11/15	154.2	09/09/15	270.4	09/15/15	4	SRSL
201523301	2	201515	252	4690971914	102	05/28/15	23.5	07/13/15	88	08/11/15	146.9	09/09/15	250.2	09/24/15	4	SRSL
201523302	2	201515	252	4690971914	102	05/28/15	21.7	07/13/15	101.9	08/11/15	169.2	09/09/15	276.4	09/15/15	4	SRSL
201523303	2	201515	252	4690971914	102	05/28/15	24.3	07/13/15	96	08/11/15	149	09/09/15	249.6	09/24/15	4	SRSL
201523311	1	201515	252	4690971914	102	05/28/15	26.4	07/13/15	100.7	08/11/15	161.4	09/09/15	281.2	09/15/15	4	SRSL
201523315	1	201515	252	4690971914	102	05/28/15	23.4	07/13/15	91.4	08/11/15	159.4	09/09/15	270.3	09/15/15	4	SRSL
201523401	2	201515	124	3140211914	103	05/28/15	29.5	07/13/15	102.2	08/11/15	160.3	09/09/15	255.3	10/07/15	4	SRSF
201523402	2	201515	124	3140211914	103	05/28/15	29.5	07/13/15	93.7	08/11/15	151	09/09/15	261.4	09/24/15	4	SRSL
201523403	2	201515	124	3140211914	103	05/28/15	27	07/13/15	103.6	08/11/15	158	09/09/15	272.8	09/15/15	4	SRSL
201523404	2	201515	124	3140211914	103	05/28/15	23.6	07/13/15	87.7	08/11/15	146.2	09/09/15	240.7	09/24/15	4	SRSL
201523405	2	201515	124	3140211914	103	05/28/15	28	07/13/15	95.2	08/11/15	149.6	09/09/15	243.3	10/07/15	4	SRSF
201523407	1	201515	124	3140211914	103	05/28/15	26.7	07/13/15	92.8	08/11/15	155.7	09/09/15	263.2	09/24/15	4	SRSL
201523408	1	201515	124	3140211914	103	05/28/15	27.2	07/13/15	94.7	08/11/15	152.6	09/09/15	259.8	09/24/15	4	SRSL
201523501	2	201515	124	3140211914	103	05/28/15	31	07/13/15	105.8	08/11/15	171.8	09/09/15	281.3	09/15/15	4	SRSL
201523502	2	201515	124	3140211914	103	05/28/15	25.9	07/13/15	89.1	08/11/15	146.3	09/09/15	241.9	09/24/15	4	SRSL
201523503	2	201515	124	3140211914	103	05/28/15	31.2	07/13/15	101.4	08/11/15	153.9	09/09/15	249.8	09/24/15	4	SRSL
201523504	2	201515	124	3140211914	103	05/28/15	29	07/13/15	97.4	08/11/15	150.8	09/09/15	239.9	09/24/15	4	SRSL
201523505	2	201515	124	3140211914	103	05/28/15	29.3	07/13/15	97.9	08/11/15	165.3	09/09/15	263.1	09/24/15	4	SRSL
201523506	2	201515	124	3140211914	103	05/28/15	26.3	07/13/15	98.5	08/11/15	165.4	09/09/15	271.4	09/15/15	4	SRSL
201523507	2	201515	124	3140211914	103	05/28/15	25.4	07/13/15	93.7	08/11/15	158.8	09/09/15	253.1	09/24/15	4	SRSL
201523510	1	201515	124	3140211914	103	05/28/15	26.9	07/13/15	104.1	08/11/15	167.6	09/09/15	277.3	09/15/15	4	SRSL
201523511	1	201515	124	3140211914	103	05/28/15	30.3	07/13/15	119.4	08/11/15	174.9	09/09/15	282.8	09/15/15	4	SRSL
201523512	1	201515	124	3140211914	103	05/28/15	26.5	07/13/15	99	08/11/15	163	09/10/15	263	09/24/15	4	SRSL
201523513	1	201515	124	3140211914	103	05/28/15	27.4	07/13/15	106.8	08/11/15	175.8	09/09/15	285.7	09/15/15	4	SRSL
201523514	1	201515	124	3140211914	103	05/28/15	28.3	07/13/15	109.6	08/11/15	173.1	09/09/15	277.2	09/15/15	4	SRSL
201523515	1	201515	124	3140211914	103	05/28/15	29.9	07/13/15	106.4	08/11/15	167.5	09/09/15	259	09/24/15	4	SRSL
201523516	1	201515	124	3140211914	103	05/28/15	29.8	07/13/15	92.9	08/11/15	156.1	09/09/15	264.6	09/15/15	4	SRSL
201523601	2	201515	252	4690971914	102	05/28/15	31.8	05/28/15	31.8	05/28/15	31.8			06/17/15	7	CRIP
201523602	2	201515	252	4690971914	102	05/28/15	29.7	07/13/15	112.4	08/11/15	180.5	09/09/15	296.9	09/10/15	4	SRSL
201523603	2	201515	252	4690971914	102	05/28/15	28.5	07/13/15	107.6	08/11/15	170.4	09/09/15	271.4	09/24/15	4	SRSL
201523605	1	201515	252	4690971914	102	05/28/15	34.9	07/13/15	122.8	08/11/15	200.8	09/09/15	316	09/10/15	4	SRSL
201523606	1	201515	252	4690971914	102	05/28/15	34.2	07/13/15	120.6	08/11/15	201.8	09/09/15	316	09/10/15	4	SRSL
201523607	1	201515	252	4690971914	102	05/28/15	32.8	07/13/15	123	08/11/15	201.6	09/09/15	324.1	09/10/15	4	SRSL
201523608	1	201515	252	4690971914	102	05/28/15	29.5	07/13/15	106.3	08/11/15	186.9	09/09/15	307.2	09/10/15	4	SRSL
201523804	1	201515	124	3140211914	103	05/28/15	22.5	07/13/15	100.4	08/11/15	162	09/09/15	267.9	09/15/15	4	SRSL
201523805	1	201515	124	3140211914	103	05/28/15	22.6	07/13/15	102.8	08/11/15	159.1	09/09/15	257.9	09/24/15	4	SRSL
201523901	2	201515	124	280774113	112	05/28/15	29.1	07/13/15	90	08/11/15	150.3	09/09/15	263.8	12/14/15	6	NCYC
201523902	2	201515	124	280774113	112	05/28/15	26	07/13/15	96.5	08/11/15	159.4	09/09/15	271.2	02/24/16	6	SEPG
201523904	2	201515	124	280774113	112	05/28/15	29.9	07/13/15	100.8	08/11/15	167.4	09/09/15	281.2	01/07/16	4	SEBD
201523905	2	201515	124	280774113	112	05/28/15	25.6	07/13/15	94.5	08/11/15	158.4	09/09/15	273.3	01/07/16	4	SEBD
201523906	2	201515	124	280774113	112	05/28/15	24.9	07/13/15	94.8	08/11/15	155.3	09/09/15	264.1	03/08/16	6	SEPG
201523909	1	201515	124	280774113	112	05/28/15	28	07/13/15	108.7	08/11/15	183.1	08/11/15	183.1	09/08/15	7	ARTH
201523910	1	201515	124	280774113	112	05/28/15	32.5	07/13/15	112.7	08/11/15	181	09/09/15	292.8	09/10/15	4	SRSL
201523911	1	201515	124	280774113	112	05/28/15	26.7	07/13/15	99.2	08/11/15	156.4	09/09/15	279	09/15/15	4	SRSL
201523912	1	201515	124	280774113	112	05/28/15	25.3	07/13/15	107.1	08/11/15	177.5	09/09/15	291.7	09/15/15	4	SRSL
201523914	1	201515	124	280774113	112	05/28/15	25.3	07/13/15	91.3	08/11/15	154.3	09/09/15	263.5	09/24/15	4	SRSL
201524001	2	201515	124	3140211914	103	05/28/15	26.8	07/13/15	91.4	08/11/15	155.4	09/10/15	252.8	10/07/15	4	SRSF
201524002	2	201515	124	3140211914	103	05/28/15	25.8	07/13/15	99.3	08/11/15	162.8	09/09/15	271.2	09/15/15	4	SRSL
201524003	2	201515	124	3140211914	103	05/28/15	29	07/13/15	94.6	08/11/15	168.9	09/09/15	270.1	09/15/15	4	SRSL
201524004	2	201515	124	3140211914	103	05/28/15	24.2	07/13/15	101.3	08/11/15	167.3	09/09/15	279.7	09/15/15	4	SRSL
201524005	2	201515	124	3140211914	103	05/28/15	27.4	07/13/15	100.9	08/11/15	168.5	09/09/15	280	09/15/15	4	SRSL
201524006	2	201515	124	3140211914	103	05/28/15	28	07/13/15	102.1	08/11/15	162.1	09/09/15	265.1	09/15/15	4	SRSL
201524010	1	201515	124	3140211914	103	05/28/15	32.7	07/13/15	105.8	08/11/15	171.9	09/09/15	260	09/24/15	4	SRSL
201524011	1	201515	124	3140211914	103	05/28/15	26.3	07/13/15	109.2	08/11/15	182.8	09/09/15	302	09/10/15	4	SRSL
201524012	1	201515	124	3140211914	103	05/28/15	29.5	07/13/15	99	08/11/15	170.1	09/09/15	273.5	09/10/15	4	SRSL
201524013	1	201515	124	3140211914	103	05/28/15	24.9	07/13/15	98.6	08/11/15	159.2	09/09/15	272.9	09/15/15	4	SRSL
201524014	1	201515	124	3140211914	103	05/28/15	24.5	07/13/15	98.9	08/11/15	164.6	09/09/15	269.7	09/15/15	4	SRSL
201524015	1	201515	124	3140211914	103	05/28/15	23.7	07/13/15	91.8	08/11/15	151.8	09/09/15	259.6	09/24/15	4	SRSL
201524301	2	201516	124	377818002	102	06/02/15	27.9	07/13/15	96.9	08/11/15	153.8	09/09/15	259.9	06/20/16	4	SEPG
201524303	2	201516	124	377818002	102	06/02/15	27.6	07/13/15	99.9	08/11/15	162.3	09/09/15	280.3	01/07/16	4	SEBD
201524304	2	201516	124	377818002	102	06/02/15	28	07/13/15	90.6	08/11/15	142.8	09/09/15	254.5	04/04/16	7	SICK
201524307	1	201516	124	377818002	102	06/02/15	26.8	07/13/15	95.7	08/11/15	159.2	09/09/15	277.4	09/15/15	4	SRSL
201524308	1	201516	124	377818002	102	06/02/15	34.1	07/13/15	103.5	08/11/15	169.1	09/09/15	292.5	09/15/15	4	SRSL
201524309	1	201516	124	377818002	102	06/02/15	31.4	07/13/15	101.4	08/11/15	161.6	09/09/15	297.2	09/10/15	4	SRSL
201524310	1	201516	124	377818002	102	06/02/15	27.4	07/13/15	103.5	08/11/15	163.5	09/09/15	292.1	09/15/15	4	SRSL
201524311	1	201516	124	377818002	102	06/02/15	27.5	07/13/15	97.1	08/11/15	145.5	09/09/15	271	09/15/15	4	SRSL
201524312	1	201516	124	377818002	102	06/02/15	30.9	07/13/15	108.1	08/11/15	162.3	09/09/15	274.5	09/15/15	4	SRSL
201524313	1	201516	124	377818002	102	06/02/15	28.7	07/13/15	98.1	08/11/15	158.8	09/09/15	269.6	09/15/15	4	SRSL
201524401	2	201516	124	544599007	103	06/02/15	40.4	07/13/15	116.5	08/11/15	180.3	09/09/15	274.5	09/15/15	4	SRSL
201524403	2	201516	124	544599007	103	06/02/15	33.9	07/13/15	103.5	08/11/15	156.4	09/09/15	236.9	09/24/15	4	SRSL
201524404	2	201516	124	544599007	103	06/02/15	28.7	07/13/15	92.2	08/11/15	149.1	09/09/15	230	10/07/15	4	SRSF
201524405	2	201516	124	544599007	103	06/02/15	32.5	07/13/15	94.2	08/11/15	164.8	09/09/15	276.7	09/15/15	4	SRSL
201524406	2	201516	124	544599007	103	06/02/15	32.2	07/13/15	97	08/11/15	155.3	09/09/15	248.7	09/24/15	4	SRSL
201524409	1	201516	124	544599007	103	06/02/15	35.2	07/13/15	106.8	08/11/15	170.4	09/09/15	280.4	09/15/15	4	SRSL
201524410	1	201516	124	544599007	103	06/02/15	33.3	07/13/15	105.3	08/11/15	166.2	09/09/15	266.8	09/24/15	4	SRSL
201524502	2	201516	124	117684005	112	06/02/15	30.4	07/13/15	86	08/11/15	140.4	09/09/15	233.1	01/07/16	4	SEBD
201524504	1	201516	124	117684005	112	06/02/15	36	07/13/15	94.4	08/11/15	140.3	09/09/15	267.7	09/24/15	4	SRSL
201524505	1	201516	124	117684005	112	06/02/15	29.9	07/13/15	101	08/11/15	161.6	09/09/15	275.4	09/15/15	4	SRSL
201524506	1	201516	124	117684005	112	06/02/15	29.1	07/13/15	96.3	08/11/15	145.8	09/09/15	256.2	09/10/15	4	SRSL
201524601	2	201516	124	544599007	103	06/02/15	30.7	07/13/15	111.3	08/11/15	165.8	09/09/15	264.8	09/24/15	4	SRSL
201524602	2	201516	124	544599007	103	06/02/15	32.9	07/13/15	103.7	08/11/15	162.9	09/09/15	268.2	09/15/15	4	SRSL
201524607	1	201516	124	544599007	103	06/02/15	31.1	07/13/15	99.2	08/11/15	159.6	09/09/15	264.5	09/15/15	4	SRSL
201524608	1	201516	124	544599007	103	06/02/15	29.6	07/13/15	99	08/11/15	158.1	09/09/15	262.5	09/24/15	4	SRSL
201524701	2	201516	124	123921005	112	06/02/15	23.8	07/13/15	86.7	08/11/15	137.1	09/09/15	228.9	12/14/16	4	PPCO
201524704	2	201516	124	123921005	112	06/02/15	23.4	07/13/15	83.7	08/11/15	131.7	09/09/15	243.2	03/15/16	6	SEPG
201524709	1	201516	124	123921005	112	06/02/15	22.7	07/13/15	74.1	08/11/15	141.2	09/09/15	249.1	09/24/15	4	SRSL
201524710	1	201516	124	123921005	112	06/02/15	23.4	07/13/15	64.5	08/11/15	124.6	09/09/15	218.1	10/07/15	4	SRSF
201524711	1	201516	124	123921005	112	06/02/15	22.8	07/13/15	82.8	08/11/15	142.3	09/09/15	247.5	09/24/15	4	SRSL
201524802	2	201516	124	544599007	103	06/02/15	28.1	07/13/15	93.7	08/11/15	150.9	09/09/15	252.7	09/24/15	4	SRSL
201524807	1	201516	124	544599007	103	06/02/15	34.5	07/13/15	109.3	08/11/15	177	09/09/15	280.5	09/15/15	4	SRSL
201524808	1	201516	124	544599007	103	06/02/15	28	07/13/15	90.2	08/11/15	147.7	09/09/15	241.6	09/24/15	4	SRSL
201524809	1	201516	124	544599007	103	06/02/15	33.1	07/13/15	104.3	08/11/15	169.7	09/09/15	276	09/15/15	4	SRSL
201524811	1	201516	124	544599007	103	06/02/15	26.6	07/13/15	88.3	08/11/15	150.8	09/09/15	266.2	09/24/15	4	SRSL
201524812	1	201516	124	544599007	103	06/02/15	25.8	07/13/15	85.7	08/11/15	146.9	09/09/15	249.4	09/24/15	4	SRSL
201524813	1	201516	124	544599007	103	06/02/15	27.2	07/13/15	86.7	08/11/15	137.4	09/09/15	234.7	09/24/15	4	SRSL
201524901	2	201516	124	544599007	103	06/02/15	35.5	07/13/15	111.8	08/11/15	167.5	09/09/15	270.8	09/15/15	4	SRSL
201524902	2	201516	124	544599007	103	06/02/15	33.4	07/13/15	88.5	08/11/15	139.7	09/09/15	214.9	10/07/15	4	SRSF
201524903	2	201516	124	544599007	103	06/02/15	33.1	07/13/15	98	08/11/15	144	09/09/15	230.9	09/24/15	4	SRSL
201524904	2	201516	124	544599007	103	06/02/15	36.7	07/13/15	108.4	08/11/15	165.1	09/09/15	268.9	09/15/15	4	SRSL
201524905	2	201516	124	544599007	103	06/02/15	34.4	07/13/15	102.4	08/11/15	155.3	09/09/15	243.2	09/24/15	4	SRSL
201524906	2	201516	124	544599007	103	06/02/15	31.8	07/13/15	93.6	08/11/15	141.6	09/09/15	225.6	10/07/15	4	SRSF
201524908	1	201516	124	544599007	103	06/02/15	37.1	07/13/15	110	08/11/15	181.1	09/09/15	295.7	09/10/15	4	SRSL
201524909	1	201516	124	544599007	103	06/02/15	27.9	07/13/15	86.3	08/11/15	146.6	09/09/15	240.7	09/24/15	4	SRSL
201524910	1	201516	124	544599007	103	06/02/15	30.3	07/13/15	94.4	08/11/15	160.2	09/09/15	257.6	09/24/15	4	SRSL
201524911	1	201516	124	544599007	103	06/02/15	30.1	07/13/15	93	08/11/15	152.5	09/09/15	244.8	09/24/15	4	SRSL
201524912	1	201516	124	544599007	103	06/02/15	28.9	07/13/15	89.5	08/11/15	136.1	09/09/15	223.8	10/07/15	4	SRSF
201525001	2	201516	124	377818002	102	06/02/15	35.2	07/13/15	107.6	08/11/15	170.1	09/09/15	271.9	09/15/15	4	SRSL
201525002	2	201516	124	377818002	102	06/02/15	30.7	07/13/15	97.5	08/11/15	157.1	09/09/15	251.1	09/24/15	4	SRSL
201525003	2	201516	124	377818002	102	06/02/15	29.9	07/13/15	90.2	08/11/15	142.8	09/09/15	241.3	09/24/15	4	SRSL
201525004	2	201516	124	377818002	102	06/02/15	29.9	07/13/15	86.9	08/11/15	138.1	09/09/15	227.3	09/24/15	4	SRSL
201525007	1	201516	124	377818002	102	06/02/15	38.7	07/13/15	104.1	08/11/15	180.3	09/09/15	290.6	09/15/15	4	SRSL
201525008	1	201516	124	377818002	102	06/02/15	36.9	07/13/15	105.7	08/11/15	175.2	09/09/15	280.9	09/15/15	4	SRSL
201525009	1	201516	124	377818002	102	06/02/15	31.9	07/13/15	90.2	08/11/15	153.8	09/09/15	257.8	09/24/15	4	SRSL
201525010	1	201516	124	377818002	102	06/02/15	28.3	07/13/15	97.1	08/11/15	159.4	09/09/15	265.6	09/24/15	4	SRSL
201525101	2	201516	124	123921005	112	06/02/15	42.7	07/13/15	104.3	08/11/15	161.2	09/09/15	255.4	10/27/16	4	OPEN
201525104	2	201516	124	123921005	112	06/02/15	26.6	07/13/15	83.3	08/11/15	129.4	09/09/15	212.5	01/14/16	4	OPEN
201525106	2	201516	124	123921005	112	06/02/15	30.8	07/13/15	90.1	08/11/15	135.5	09/09/15	203.5	09/15/15	7	ARTH
201525107	2	201516	124	123921005	112	06/02/15	28.3	07/13/15	75.6	08/11/15	106.3	09/09/15	213.2	02/15/17	4	CULL
201525108	2	201516	124	123921005	112	06/02/15	31	07/13/15	87.2	08/11/15	133.1	09/09/15	212.5	01/14/16	4	OPEN
201525109	2	201516	124	123921005	112	06/02/15	28.3	07/13/15	89	08/11/15	140.1	09/09/15	235.2	01/07/16	4	SEBD
201525110	2	201516	124	123921005	112	06/02/15	28.2	07/13/15	77	08/11/15	116.7	09/09/15	199.1	01/07/16	4	SEBD
201525111	2	201516	124	123921005	112	06/02/15	25.7	07/13/15	82.6	08/11/15	123.5	09/09/15	214.4	01/07/16	4	SEBD
201525112	2	201516	124	123921005	112	06/02/15	24.5	07/13/15	67	08/11/15	105.9	09/09/15	180	10/07/15	4	SRSF
201525113	2	201516	124	123921005	112	06/02/15	24.5	07/13/15	73.7	08/11/15	114.4	09/09/15	198	09/21/16	4	PPCO
201525114	1	201516	124	123921005	112	06/02/15	26.5	07/13/15	80.1	08/11/15	124.4	09/09/15	208.3	10/07/15	4	SRSF
201525115	1	201516	124	123921005	112	06/02/15	24.1	07/13/15	82.5	08/11/15	134.7	09/09/15	222.3	10/07/15	4	SRSF
201525116	1	201516	124	123921005	112	06/02/15	23.1	07/13/15	82.3	08/11/15	139.8	09/09/15	241.6	09/24/15	4	SRSL
201525117	1	201516	124	123921005	112	06/02/15	29	07/13/15	96.1	08/11/15	154.5	09/09/15	240.3	10/07/15	4	SRSF
201525202	2	201516	124	117684005	112	06/02/15	27.9	07/13/15	84.8	08/11/15	132.3	09/09/15	215	10/07/15	4	SRSF
201525207	1	201516	124	117684005	112	06/02/15	29.6	07/13/15	91	08/11/15	149.8	09/09/15	254.8	09/24/15	4	SRSL
201525301	2	201516	124	544599007	103	06/02/15	30.3	07/13/15	92.7	08/11/15	142.2	09/09/15	242.6	09/24/15	4	SRSL
201525302	2	201516	124	544599007	103	06/02/15	27.7	07/13/15	91.2	08/11/15	141.7	09/09/15	244.4	09/24/15	4	SRSL
201525307	1	201516	124	544599007	103	06/02/15	29.8	07/13/15	97.2	08/11/15	160.9	09/09/15	259.6	09/24/15	4	SRSL
201525401	2	201516	124	123921005	112	06/02/15	31.5	07/13/15	94.5	08/11/15	154.9	09/09/15	245.8	01/07/16	4	SEBD
201525403	2	201516	124	123921005	112	06/02/15	33	07/13/15	99.9	08/11/15	160.1	09/09/15	259.8	07/10/17	6	SLRE
201525404	2	201516	124	123921005	112	06/02/15	34.1	07/13/15	91.7	08/11/15	150.2	09/09/15	244.3	09/24/15	4	SRSL
201525406	2	201516	124	123921005	112	06/02/15	29	07/13/15	93.1	08/11/15	154.1	09/09/15	202.3	10/07/15	4	SRSF
201525409	2	201516	124	123921005	112	06/02/15	32.4	07/13/15	93.7	08/11/15	141.4	09/09/15	239.5	09/24/15	4	SRSL
201525410	1	201516	124	123921005	112	06/02/15	34	07/13/15	110.2	08/11/15	170.3	09/09/15	287.7	09/15/15	4	SRSL
