Animal	Sex	Farrowing Group	Line	Sire	Sire Line	Week 8 Weigh Date	Week 8 Weight	Weight Date	Weight	Weight Date_2	Weight_2	Week 22 Weigh Date	Week 22 Weight	Disposal Date	Disposal Code	Disposal Reason
201424712	1	201414	252	9237	102	05/20/14	26.5	06/25/14	50.8	07/23/14	110.8	09/09/14	233.5	09/17/14	4	SRSL
201424801	2	201414	124	64626182	103	05/20/14	28.4	06/25/14	44	07/23/14	79	09/09/14	184.3	10/02/14	4	SRSL
201424803	2	201414	124	64626182	103	05/20/14	25.6	06/25/14	56.8	07/23/14	96.7	09/09/14	204.8	07/20/16	6	SLRE
201424804	2	201414	124	64626182	103	05/20/14	24.2	06/25/14	42.6	07/23/14	84.9	09/09/14	185.6	12/03/14	4	SRSL
201424805	2	201414	124	64626182	103	05/20/14	24.3	06/25/14	50.8	07/23/14	87.7	09/09/14	179	12/03/14	4	SRSL
201424806	2	201414	124	64626182	103	05/20/14	29.8	06/25/14	46.8	07/23/14	85.1	09/09/14	189.6	03/19/15	4	SRSL
201424808	1	201414	124	64626182	103	05/20/14	22.3	06/25/14	56.5	06/25/14	56.5	09/04/14	207.5	09/17/14	4	SRSL
201424809	1	201414	124	64626182	103	05/20/14	20.2	06/25/14	34.5	07/23/14	63.8	09/09/14	155.3	10/22/14	4	SRSL
201424810	1	201414	124	64626182	103	05/20/14	29.2	06/25/14	54.6	07/23/14	100.6	09/09/14	212.9	09/25/14	4	SRSL
201424901	2	201414	124	62403894	112	05/20/14	26	06/25/14	55.7	07/23/14	105.3			08/19/14	3	ARTH
201424902	2	201414	124	62403894	112	05/20/14	32.6	06/25/14	64	07/23/14	104.2	09/09/14	229.5	09/17/14	4	SRSL
201424906	1	201414	124	62403894	112	05/20/14	22.3	06/25/14	48.1	07/23/14	82.9	09/09/14	212.2	09/25/14	4	SRSL
201425001	2	201414	124	62998246	112	05/20/14	23.4	06/25/14	36.5	07/23/14	77.6	09/09/14	166.6	01/07/16	4	CULL
201425002	2	201414	124	62998246	112	05/20/14	25.6	06/25/14	61.2	07/23/14	106.7	09/09/14	228.8	09/17/14	4	SRSL
201425003	2	201414	124	62998246	112	05/20/14	29	06/25/14	44.3	07/23/14	80.4	09/09/14	174.8	10/22/14	4	SRSL
201425004	2	201414	124	62998246	112	05/20/14	17.9	06/25/14	38.4	07/23/14	67.6			08/19/14	3	SEPT
201425009	1	201414	124	62998246	112	05/20/14	21.3	06/25/14	36.9	07/23/14	75.2	09/09/14	201.5	09/25/14	4	SRSL
201425101	2	201414	252	9237	102	05/20/14	24.5	06/25/14	44.5	07/23/14	85	09/09/14	183	10/22/14	4	SRSL
201425102	2	201414	252	9237	102	05/20/14	26.3	06/25/14	49.8	07/23/14	92.4	09/09/14	221.1	09/17/14	4	SRSL
201425103	2	201414	252	9237	102	05/20/14	24.6	06/25/14	59.1	07/23/14	118	09/09/14	238.2	09/17/14	4	SRSL
201425104	2	201414	252	9237	102	05/20/14	19.9	06/25/14	36.2	07/23/14	68.7	09/09/14	179.7	10/22/14	4	SRSL
201425105	2	201414	252	9237	102	05/20/14	15.9	06/25/14	28.8	07/23/14	61.3	09/09/14	144.5	10/22/14	4	SRSL
201425208	1	201414	124	62403894	112	05/20/14	25.5	06/25/14	53.8	07/23/14	97.8	09/09/14	221.6	09/17/14	4	SRSL
201425209	1	201414	124	62403894	112	05/20/14	23.3	06/25/14	45.9	07/23/14	70.4	09/09/14	156.1	10/22/14	4	SRSL
201425301	2	201414	252	9237	102	05/20/14	26.9	06/25/14	52.8	07/23/14	106.2	09/09/14	215.7	10/02/14	4	SRSL
201425302	2	201414	252	9237	102	05/20/14	33.3	06/25/14	77.2	07/23/14	133	09/09/14	243.2	09/17/14	4	SRSL
201425303	2	201414	252	9237	102	05/20/14	29.9	06/25/14	54.8	07/23/14	105.8	09/09/14	209	10/02/14	4	SRSL
201425304	2	201414	252	9237	102	05/20/14	24.9	06/25/14	59.6	07/23/14	92.5	09/09/14	198.7	10/02/14	4	SRSL
201425305	2	201414	252	9237	102	05/20/14	20.2	06/25/14	43	07/23/14	92.4	09/09/14	208.4	09/25/14	4	SRSL
201425306	2	201414	252	9237	102	05/20/14	30.3	06/25/14	65.7	07/23/14	114.9	09/09/14	225.6	09/17/14	4	SRSL
201425307	2	201414	252	9237	102	05/20/14	20.3	06/25/14	46.1	07/23/14	94.8	09/09/14	202	09/25/14	4	SRSL
201425308	2	201414	252	9237	102	05/20/14	24.8	06/25/14	50.6	07/23/14	91.5	09/09/14	189.8	10/02/14	4	SRSL
201425309	1	201414	252	9237	102	05/20/14	29	06/25/14	48.9	07/23/14	108.2	09/09/14	224.9	09/17/14	4	SRSL
201425310	1	201414	252	9237	102	05/20/14	24.3	06/25/14	46.5	07/23/14	87	09/09/14	186.8	10/02/14	4	SRSL
201425311	1	201414	252	9237	102	05/20/14	23.2	06/25/14	45.1	07/23/14	77	09/09/14	189.6	10/02/14	4	SRSL
201425312	1	201414	252	9237	102	05/20/14	20.3	06/25/14	37.5	07/23/14	72.8	09/09/14	178.1	10/22/14	4	SRSL
201425313	1	201414	252	9237	102	05/20/14	24.3	06/25/14	47.1	07/23/14	85	09/09/14	195.2	10/02/14	4	SRSL
201425314	1	201414	252	9237	102	05/20/14	26.8	06/25/14	47.8	07/23/14	63	09/09/14	213.6	10/02/14	4	SRSL
201425402	2	201414	124	64626182	103	05/20/14	22.5	06/25/14	44.1	07/23/14	86.4	09/09/14	188.4	10/02/14	4	SRSL
201425407	2	201414	124	64626182	103	05/20/14	19.3	06/25/14	32.8	07/23/14	67.7	09/09/14	179.2	12/03/14	4	SRSL
201425408	1	201414	124	64626182	103	05/20/14	18.6	06/25/14	28.2	07/23/14	65.6	09/09/14	182.3	10/02/14	4	SRSL
201425409	1	201414	124	64626182	103	05/20/14	21.6	06/25/14	36.3	07/23/14	76	09/09/14	199.4	09/25/14	4	SRSL
201425411	1	201414	124	64626182	103	05/20/14	21.2	06/25/14	32.7	07/23/14	53.9	09/09/14	164	10/22/14	4	SRSL
201425413	1	201414	124	64626182	103	05/20/14	19.3	06/25/14	38.2	07/23/14	76	09/09/14	195.1	09/25/14	4	SRSL
