Animal	Sex	Farrowing Group	Line	Sire	Sire Line	Week 8 Weigh Date	Week 8 Weight	Weight Date	Weight	Weight Date_2	Weight_2	Week 22 Weigh Date	Week 22 Weight	Disposal Date	Disposal Code	Disposal Reason
201422004	2	201413	124	FAST30077Z	112	05/13/14	20.5	06/18/14	51.5	07/23/14	124.2	09/09/14	219.8	07/20/16	6	SLRE
201422006	2	201413	124	FAST30077Z	112	05/13/14	27	06/18/14	63.1	07/23/14	118.9	09/09/14	222.8	03/24/15	4	SRSL
201422008	2	201413	124	FAST30077Z	112	05/13/14	20.9	06/18/14	51.3	07/23/14	115.7	09/09/14	212	10/06/14	4	SRSL
201422011	1	201413	124	FAST30077Z	112	05/13/14	23.3	06/18/14	48.9	07/23/14	121.5	09/09/14	238.7	09/17/14	4	SRSL
201422012	1	201413	124	FAST30077Z	112	05/13/14	26.6	06/18/14	59.3	07/23/14	140.7	09/09/14	248.3	09/11/14	4	SRSL
201422105	2	201413	124	FAST30077Z	112	05/13/14	29.3	06/18/14	66.2	07/23/14	135.3	09/09/14	227.8	12/17/14	4	SRSL
201422107	2	201413	124	FAST30077Z	112	05/13/14	29.7	06/18/14	60.1	07/23/14	123.1	09/09/14	216	12/03/14	4	SRSL
201422111	1	201413	124	FAST30077Z	112	05/13/14	26.8	06/18/14	56.6	07/23/14	139	09/09/14	240.1	09/11/14	4	SRSL
201422112	1	201413	124	FAST30077Z	112	05/13/14	20	06/18/14	40.4	07/23/14	92.6	09/09/14	186.9	10/06/14	4	SRSL
201422113	1	201413	124	FAST30077Z	112	05/13/14	20.9	06/18/14	42.6	07/23/14	100.8	09/09/14	159.1	10/22/14	4	SRSL
201422201	2	201413	124	FAST30077Z	112	05/13/14	36.6	06/18/14	80.5	07/23/14	161	09/09/14	278.5	09/11/14	4	SRSL
201422205	2	201413	124	FAST30077Z	112	05/13/14	37.4	06/18/14	76.6	06/18/14	76.6			06/30/14	3	INJ
201422209	1	201413	124	FAST30077Z	112	05/13/14	32.8	06/18/14	64.7	07/23/14	150.4	09/09/14	275.3	09/11/14	4	SRSL
201422210	1	201413	124	FAST30077Z	112	05/13/14	28.2	06/18/14	70.6	07/23/14	159.4	09/09/14	265.8	09/11/14	4	SRSL
201422301	2	201413	252	8702	102	05/13/14	36.1	06/18/14	71.6	07/23/14	140.1	09/09/14	251.6	09/11/14	4	SRSL
201422302	2	201413	252	8702	102	05/13/14	26.7	06/18/14	57.1	07/23/14	139.3	07/23/14	139.3	08/05/14	3	IBLK
201422304	2	201413	252	8702	102	05/13/14	35.3	06/18/14	84.1	07/23/14	163.7	09/09/14	288.4	09/11/14	4	SRSL
201422305	2	201413	252	8702	102	05/13/14	29.7	06/18/14	64.3	07/23/14	138.6	09/09/14	219.3	10/02/14	4	SRSL
201422306	2	201413	252	8702	102	05/13/14	32.6	06/18/14	71.6	07/23/14	142	09/09/14	261.8	09/11/14	4	SRSL
201422307	1	201413	252	8702	102	05/13/14	26	06/25/14	60.1	07/23/14	118.1	09/09/14	223	09/11/14	4	SRSL
201422309	1	201413	252	8702	102	05/13/14	35	06/18/14	74.2	07/23/14	167.3	09/09/14	283.2	09/11/14	4	SRSL
201422401	2	201413	124	FAST41217Y	103	05/13/14	29.8	06/18/14	74.8	07/23/14	149.8	09/09/14	258.3	03/08/16	4	CULL
201422402	2	201413	124	FAST41217Y	103	05/13/14	31.6	06/18/14	66.2	07/23/14	133.5	09/09/14	237.9	09/11/14	4	SRSL
201422403	2	201413	124	FAST41217Y	103	05/13/14	31.9	06/18/14	60	07/23/14	127.9	09/09/14	228.5	07/20/16	6	SLRE
201422404	2	201413	124	FAST41217Y	103	05/13/14	27.9	06/18/14	60.2	07/23/14	125.4	09/09/14	241.2	09/11/14	4	SRSL
201422405	2	201413	124	FAST41217Y	103	05/13/14	27	06/18/14	60.6	07/23/14	132.8	09/09/14	244.4	01/29/15	4	SRSL
201422406	2	201413	124	FAST41217Y	103	05/13/14	23.8	06/18/14	51	07/23/14	103.8	09/09/14	195	09/25/14	4	SRSL
201422407	2	201413	124	FAST41217Y	103	05/13/14	21.1	06/18/14	55	07/23/14	116.4	09/09/14	206.7	02/19/15	4	SRSL
201422408	1	201413	124	FAST41217Y	103	05/13/14	31.1	06/18/14	68.2	07/23/14	169.9	09/09/14	276	09/11/14	4	SRSL
201422409	1	201413	124	FAST41217Y	103	05/13/14	31.8	06/18/14	77.3	07/23/14	150.8	09/09/14	276.9	09/11/14	4	SRSL
201422410	1	201413	124	FAST41217Y	103	05/13/14	34	06/18/14	66.2	07/23/14	144.6	09/09/14	277.4	09/11/14	4	SRSL
201422411	1	201413	124	FAST41217Y	103	05/13/14	26.8	06/18/14	62.1	07/23/14	140.2	09/09/14	250.7	09/11/14	4	SRSL
201422501	2	201413	252	8702	102	05/13/14	30.1	06/18/14	67.7	07/23/14	151.1	09/09/14	265.2	09/11/14	4	SRSL
201422502	2	201413	252	8702	102	05/13/14	25.8	06/18/14	54.2	07/23/14	132	09/09/14	225.5	09/17/14	4	SRSL
201422503	2	201413	252	8702	102	05/13/14	24.7	06/18/14	45	07/23/14	85	09/09/14	179.8	10/22/14	4	SRSL
201422505	2	201413	252	8702	102	05/13/14	31.6	06/18/14	77.3	07/23/14	145.6	09/09/14	245.7	09/11/14	4	SRSL
201422506	2	201413	252	8702	102	05/13/14	34	06/18/14	66.4	07/23/14	139.2	09/09/14	253.5	09/11/14	4	SRSL
201422508	2	201413	252	8702	102	05/13/14	26.5	06/18/14	68.9	07/23/14	143.8	09/09/14	219	09/17/14	4	SRSL
201422511	1	201413	252	8702	102	05/13/14	26.7	06/18/14	56	07/23/14	132.7	09/09/14	250.9	09/11/14	4	SRSL
201422512	1	201413	252	8702	102	05/13/14	25.6	06/18/14	54	07/23/14	134.1	09/09/14	253.3	09/11/14	4	SRSL
201422513	1	201413	252	8702	102	05/13/14	27.7	06/18/14	57.7	07/23/14	136	09/09/14	263.7	09/11/14	4	SRSL
201422515	1	201413	252	8702	102	05/13/14	21.7	06/18/14	53	07/23/14	121.1	09/09/14	211.2	09/22/14	7	ARTH
201422601	2	201413	124	FAST41217Y	103	05/13/14	21.5	06/18/14	46.5	07/23/14	117.5	09/09/14	196.7	07/27/16	6	SLRE
201422603	2	201413	124	FAST41217Y	103	05/13/14	26.4	06/18/14	59.2	07/23/14	123.1	09/09/14	233.2	09/17/14	4	SRSL
201422604	2	201413	124	FAST41217Y	103	05/13/14	26.5	06/18/14	62.6	07/23/14	129	09/09/14	238.1	12/03/14	4	SRSL
201422605	2	201413	124	FAST41217Y	103	05/13/14	19.6	06/18/14	43.9	07/23/14	107.5	09/09/14	229.5	09/17/14	4	SRSL
201422606	2	201413	124	FAST41217Y	103	05/13/14	30.1	06/18/14	75.2	07/23/14	145.9	09/09/14	197.1	09/11/14	4	SRSL
201422607	1	201413	124	FAST41217Y	103	05/13/14	25.9	06/18/14	48.9	07/23/14	132.2	09/09/14	253.1	09/11/14	4	SRSL
201422609	1	201413	124	FAST41217Y	103	05/13/14	27.3	06/25/14	74	07/23/14	145.6	09/09/14	259.3	09/11/14	4	SRSL
201422611	1	201413	124	FAST41217Y	103	05/13/14	30.6	06/18/14	79.2	07/23/14	169.4	09/09/14	283.4	09/11/14	4	SRSL
201422612	1	201413	124	FAST41217Y	103	05/13/14	24.2	06/18/14	53.1	07/23/14	127.8	09/09/14	227.3	09/17/14	4	SRSL
201422613	1	201413	124	FAST41217Y	103	05/13/14	24.3	06/18/14	66.8	07/23/14	148.9	09/09/14	284	09/11/14	4	SRSL
201422701	2	201413	124	FAST41217Y	103	05/13/14	26.8	06/18/14	61	07/23/14	120.7	09/09/14	235.9	07/06/16	6	SLRE
201422702	2	201413	124	FAST41217Y	103	05/13/14	27.3	06/18/14	71.6	07/23/14	130.3	09/09/14	236.7	09/17/14	4	SRSL
201422703	2	201413	124	FAST41217Y	103	05/13/14	27.3	06/18/14	56.9	07/23/14	118.4	09/09/14	234.3	02/19/15	4	SRSL
201422704	1	201413	124	FAST41217Y	103	05/13/14	29.4	06/18/14	63.4	07/23/14	147.2	09/09/14	269.1	09/11/14	4	SRSL
201422705	1	201413	124	FAST41217Y	103	05/13/14	27.1	06/18/14	63	07/23/14	138.6	09/09/14	247.8	09/11/14	4	SRSL
201422706	1	201413	124	FAST41217Y	103	05/13/14	26.8	06/18/14	58.7	07/23/14	141.6	09/09/14	253.5	09/11/14	4	SRSL
201422707	1	201413	124	FAST41217Y	103	05/13/14	28.3	06/18/14	74.6	07/23/14	148.6	09/09/14	245.4	09/11/14	4	SRSL
201422708	1	201413	124	FAST41217Y	103	05/13/14	26.9	06/18/14	62.3	07/23/14	144.3	09/09/14	253.3	09/11/14	4	SRSL
201422709	1	201413	124	FAST41217Y	103	05/13/14	25	06/18/14	66.2	07/23/14	133.2	09/09/14	250.5	09/11/14	4	SRSL
201422710	1	201413	124	FAST41217Y	103	05/13/14	24.7	06/18/14	63	07/23/14	140.8	09/09/14	260	09/11/14	4	SRSL
201422711	1	201413	124	FAST41217Y	103	05/13/14	20.5	06/18/14	48.5	07/23/14	96.1	09/09/14	190	10/06/14	4	SRSL
201422801	2	201413	124	FAST41217Y	103	05/13/14	31.7	06/18/14	76.1	07/23/14	157.1	09/09/14	260.5	09/11/14	4	SRSL
201422802	2	201413	124	FAST41217Y	103	05/13/14	26.7	06/18/14	69.9	07/23/14	141.9	09/09/14	260.6	09/11/14	4	SRSL
201422803	2	201413	124	FAST41217Y	103	05/13/14	31.9	06/18/14	65.6	07/23/14	136.7	09/09/14	245	07/20/16	6	SLRE
201422804	2	201413	124	FAST41217Y	103	05/13/14	26.1	06/18/14	63.8	07/23/14	139.8	09/09/14	262.1	06/20/16	6	SLRE
201422806	2	201413	124	FAST41217Y	103	05/13/14	28	06/18/14	61.1	07/23/14	135.2	09/09/14	245.8	12/03/14	4	SRSL
201422807	1	201413	124	FAST41217Y	103	05/13/14	26.8	06/18/14	69.5	07/23/14	151.5	09/09/14	265.5	09/11/14	4	SRSL
201422810	1	201413	124	FAST41217Y	103	05/13/14	25.4	06/18/14	61.7	07/23/14	144.8	09/09/14	252.8	09/11/14	4	SRSL
201422812	1	201413	124	FAST41217Y	103	05/13/14	24	06/18/14	71.2	07/23/14	159.7	09/09/14	282.1	09/11/14	4	SRSL
201422902	2	201413	124	FAST30077Z	112	05/13/14	30.6	06/18/14	61	07/23/14	137.9	09/09/14	237.3	09/17/14	4	SRSL
201422905	2	201413	124	FAST30077Z	112	05/13/14	29.4	06/18/14	59.1	07/23/14	140.9	09/09/14	247.2	09/11/14	4	SRSL
201422907	1	201413	124	FAST30077Z	112	05/13/14	36.3	06/18/14	72.6	07/23/14	149.1	09/09/14	262	09/11/14	4	SRSL
201423101	2	201413	124	FAST34720Y	112	05/13/14	27.2	06/18/14	53.9	07/23/14	113.2	09/09/14	204.2	09/25/14	4	SRSL
201423102	2	201413	124	FAST34720Y	112	05/13/14	20.2	06/25/14	48.5	07/23/14	87.4	09/09/14	166.1	12/17/14	4	SRSL
201423103	2	201413	124	FAST34720Y	112	05/13/14	23.9	06/25/14	50.7	07/23/14	81.5	09/09/14	154.8	10/22/14	4	SRSL
201423104	2	201413	124	FAST34720Y	112	05/13/14	22	06/18/14	44.9	07/23/14	88.7	09/09/14	152.5	10/22/14	4	SRSL
201423105	2	201413	124	FAST34720Y	112	05/13/14	21.9	06/18/14	44	07/23/14	91.9	09/09/14	163.2	02/19/15	4	SRSL
201423201	2	201413	124	FAST34720Y	112	05/13/14	27.8	06/18/14	50.8	07/23/14	114.7	09/09/14	212.8	09/25/14	4	SRSL
201423205	2	201413	124	FAST34720Y	112	05/13/14	19.7	06/18/14	38	07/23/14	88.2	09/09/14	173.7	10/22/14	4	SRSL
201423207	2	201413	124	FAST34720Y	112	05/13/14	18.9	06/18/14	43.6	07/23/14	103.3	09/09/14	202.1	12/03/14	4	SRSL
201423208	1	201413	124	FAST34720Y	112	05/13/14	26.8	06/18/14	64	07/23/14	135.4	09/09/14	243.3	09/11/14	4	SRSL
201423301	2	201413	252	8702	102	05/13/14	35	06/18/14	86.6	07/23/14	152.5	09/09/14	247.5	09/11/14	4	SRSL
201423302	2	201413	252	8702	102	05/13/14	23.7	06/18/14	63.5	07/23/14	120.8	09/09/14	184.3	10/22/14	4	SRSL
201423303	2	201413	252	8702	102	05/13/14	21.5	06/18/14	48.2	07/23/14	114.2	09/09/14	222.9	09/17/14	4	SRSL
201423304	1	201413	252	8702	102	05/13/14	24	06/18/14	61.9	07/23/14	137.5	09/09/14	199	10/06/14	4	SRSL
201423305	1	201413	252	8702	102	05/13/14	26.8	06/25/14	68.1	07/23/14	124.9	09/09/14	243.4	09/11/14	4	SRSL
201423306	1	201413	252	8702	102	05/13/14	23.3	06/18/14	59.1	07/23/14	134	09/09/14	249.4	09/11/14	4	SRSL
201423308	1	201413	252	8702	102	05/13/14	25.7	06/18/14	75.6	07/23/14	148	09/09/14	264.2	09/11/14	4	SRSL
201423309	1	201413	252	8702	102	05/13/14	24.6	06/18/14	46.9	07/23/14	111.3	09/09/14	228.8	09/17/14	4	SRSL
201423310	1	201413	252	8702	102	05/13/14	24.8	06/18/14	60.7	07/23/14	135.7	09/09/14	236.2	09/11/14	4	SRSL
201423311	1	201413	252	8702	102	05/13/14	22.7	06/18/14	52.5	07/23/14	123	09/09/14	235.7	09/17/14	4	SRSL
201423312	1	201413	252	8702	102	05/13/14	26	06/18/14	71.7	07/23/14	149.8	09/09/14	255.1	09/11/14	4	SRSL
201423401	2	201413	252	8702	102	05/13/14	25.2	06/18/14	64.1	07/23/14	123.5	09/09/14	205.9	10/06/14	4	SRSL
201423402	2	201413	252	8702	102	05/13/14	40.6	06/18/14	80.7	07/23/14	161.1	09/09/14	256.3	09/11/14	4	SRSL
201423403	1	201413	252	8702	102	05/13/14	38.8	06/18/14	97.4	06/18/14	97.4	09/09/14	285.4	09/11/14	4	SRSL
201423404	1	201413	252	8702	102	05/13/14	34.1	06/18/14	68.5	07/23/14	166	09/09/14	267.7	09/11/14	4	SRSL
201423501	2	201413	124	FAST41217Y	103	05/13/14	26.8	06/18/14	60.8	07/23/14	150.1	09/09/14	260.1	09/11/14	4	SRSL
201423502	2	201413	124	FAST41217Y	103	05/13/14	23.4	06/18/14	43.3	07/23/14	97.8	09/09/14	215	10/06/14	4	SRSL
201423504	2	201413	124	FAST41217Y	103	05/13/14	19.7	06/18/14	36	07/23/14	97.3	09/09/14	202.5	06/28/16	6	SLRE
201423506	1	201413	124	FAST41217Y	103	05/13/14	25.8	06/18/14	51.1	07/23/14	136.3	09/09/14	254.2	09/11/14	4	SRSL
201423507	1	201413	124	FAST41217Y	103	05/13/14	23.9	06/25/14	65.2	07/23/14	132.7	09/09/14	243.7	09/17/14	4	SRSL
201423508	1	201413	124	FAST41217Y	103	05/13/14	25.5	06/18/14	62.4	07/23/14	142.1	09/09/14	258.2	09/11/14	4	SRSL
201423601	2	201414	124	62998246	112	05/20/14	25.2	06/25/14	39.5	07/23/14	66.4	09/09/14	145.6	11/20/14	4	SRSL
201423602	2	201414	124	62998246	112	05/20/14	34.9	06/25/14	64.5	07/23/14	114.6	09/09/14	237.2	09/17/14	4	SRSL
201423603	2	201414	124	62998246	112	05/20/14	33.8	06/25/14	54.7	07/23/14	94	09/09/14	196.7	10/02/14	4	SRSL
201423608	1	201414	124	62998246	112	05/20/14	28.7	06/25/14	49	07/23/14	98	09/09/14	221.8	09/17/14	4	SRSL
201423609	1	201414	124	62998246	112	05/20/14	29.4	06/25/14	65.6	07/23/14	111	09/09/14	218.7	09/17/14	4	SRSL
201423610	1	201414	124	62998246	112	05/20/14	27	06/25/14	46.6	07/23/14	95.3	09/09/14	224.6	09/17/14	4	SRSL
201423611	1	201414	124	62998246	112	05/20/14	30.1	06/25/14	52.9	07/23/14	88.1	09/09/14	185.6	10/22/14	4	SRSL
201423701	2	201414	124	62403894	112	05/20/14	33.1	06/25/14	69.5	07/23/14	114.2	09/09/14	234.5	03/05/15	4	SRSL
201423703	2	201414	124	62403894	112	05/20/14	24.4	06/25/14	52.9	07/23/14	97.1	09/09/14	201.2	09/25/14	4	SRSL
201423705	2	201414	124	62403894	112	05/20/14	32.8	06/25/14	57.7	07/23/14	102.1	09/09/14	208	02/19/15	4	SRSL
201423709	2	201414	124	62403894	112	05/20/14	32.8	06/25/14	57.5	07/23/14	105.2	09/09/14	216.9	10/01/14	6	SLRE
201423711	1	201414	124	62403894	112	05/20/14	38	06/25/14	74.4	07/23/14	128.5	09/09/14	246	09/17/14	4	SRSL
201423713	1	201414	124	62403894	112	05/20/14	35.5	06/25/14	54.1	07/23/14	101.7	09/09/14	218.4	09/17/14	4	SRSL
201423801	2	201414	124	62998246	112	05/20/14	35.2	06/25/14	64	07/23/14	120.7	09/09/14	242.6	03/08/16	7	HEMO
201423802	2	201414	124	62998246	112	05/20/14	39.2	06/25/14	65.1	07/23/14	111.6	09/09/14	219.6	09/17/14	4	SRSL
201423807	1	201414	124	62998246	112	05/20/14	34	06/25/14	50.6	07/23/14	101.2	09/09/14	228	09/17/14	4	SRSL
201423810	1	201414	124	62998246	112	05/20/14	25.2	06/25/14	36.3	06/25/14	36.3			06/30/14	3	INJ
201423811	1	201414	124	62998246	112	05/20/14	20	06/25/14	35.4	07/23/14	69.4	09/09/14	184.8	10/02/14	4	SRSL
201423901	2	201413	252	8702	102	05/13/14	31.5	06/18/14	64.5	07/23/14	146.4	09/09/14	272.5	09/11/14	4	SRSL
201423902	2	201413	252	8702	102	05/13/14	30.5	06/18/14	68	07/23/14	160.7	09/09/14	290.2	09/11/14	4	SRSL
201423903	2	201413	252	8702	102	05/13/14	26.7	06/18/14	66.8	07/23/14	147.5	09/09/14	246.2	09/11/14	4	SRSL
201423904	1	201413	252	8702	102	05/13/14	28.4	06/18/14	66.2	07/23/14	151.9	09/09/14	282.7	09/11/14	4	SRSL
201423905	1	201413	252	8702	102	05/13/14	26.9	06/18/14	67.5	07/23/14	146.2	09/09/14	243.1	09/11/14	4	SRSL
201424001	2	201414	124	62998246	112	05/20/14	28.5	06/25/14	49.1	07/23/14	86	09/09/14	199.7	12/31/15	7	IBLK
201424009	1	201414	124	62998246	112	05/20/14	32.1	06/25/14	53.2	07/23/14	100	09/09/14	225.2	09/17/14	4	SRSL
201424010	1	201414	124	62998246	112	05/20/14	26.8	06/25/14	49.7	07/23/14	95.2	09/09/14	232.7	09/17/14	4	SRSL
201424011	1	201414	124	62998246	112	05/20/14	29.3	06/25/14	62.1	07/23/14	122.2	09/09/14	242	09/17/14	4	SRSL
201424103	2	201414	124	62403894	112	05/20/14	31.9	06/25/14	60.9	07/23/14	112.3	09/09/14	227.3	06/28/16	6	SLRE
201424106	2	201414	124	62403894	112	05/20/14	24.1	06/25/14	34.2	07/23/14	67.4	09/09/14	156.3	07/11/16	6	SLRE
201424107	1	201414	124	62403894	112	05/20/14	24.9	06/25/14	40.4	07/23/14	83.1	09/09/14	213.7	09/25/14	4	SRSL
201424108	1	201414	124	62403894	112	05/20/14	26.4	06/25/14	43.7	07/23/14	80.5	09/09/14	192.1	10/02/14	4	SRSL
201424109	1	201414	124	62403894	112	05/20/14	29.4	06/25/14	45.3	07/23/14	84.5	09/09/14	211	09/25/14	4	SRSL
201424110	1	201414	124	62403894	112	05/20/14	27.5	06/25/14	43.7	07/23/14	81.8	09/09/14	209.7	10/02/14	4	SRSL
201424201	2	201414	124	64626182	103	05/20/14	28.3	06/25/14	49.2	07/23/14	88.8	09/09/14	188.3	12/03/14	4	SRSL
201424202	2	201414	124	64626182	103	05/20/14	33.9	06/25/14	46.7	07/23/14	84.7	09/09/14	185.5	12/03/14	4	SRSL
201424203	2	201414	124	64626182	103	05/20/14	24.3	06/25/14	45.1	07/23/14	83.9	09/09/14	182.8	11/20/14	4	SRSL
201424205	2	201414	124	64626182	103	05/20/14	22.4	06/25/14	33.9	06/25/14	33.9			07/11/14	3	PNEU
201424206	1	201414	124	64626182	103	05/20/14	27	06/25/14	53.3	07/23/14	96.7	09/09/14	218.5	09/25/14	4	SRSL
201424207	1	201414	124	64626182	103	05/20/14	24.9	06/25/14	43.4	07/23/14	83.7	09/09/14	181.1	10/02/14	4	SRSL
201424208	1	201414	124	64626182	103	05/20/14	23.9	06/25/14	42.7	07/23/14	71.6	09/09/14	171.8	10/22/14	4	SRSL
201424209	1	201414	124	64626182	103	05/20/14	25.2	06/25/14	50.6	07/23/14	100	09/09/14	217.9	09/25/14	4	SRSL
201424301	2	201414	252	9237	102	05/20/14	24.4	06/25/14	47.5	07/23/14	89.7	09/09/14	206.3	09/25/14	4	SRSL
201424302	2	201414	252	9237	102	05/20/14	27	06/25/14	47.3	06/25/14	47.3	09/09/14	176.2	10/22/14	4	SRSL
201424303	2	201414	252	9237	102	05/20/14	27.3	06/25/14	59.9	07/23/14	103.3	09/09/14	220.2	09/17/14	4	SRSL
201424304	2	201414	252	9237	102	05/20/14	30.2	06/25/14	51.8	07/23/14	100.5	09/09/14	196.8	10/02/14	4	SRSL
201424305	2	201414	252	9237	102	05/20/14	24.9	06/25/14	48.3	07/23/14	93.9	09/09/14	199.9	10/02/14	4	SRSL
201424307	1	201414	252	9237	102	05/20/14	28.8	06/25/14	44	07/23/14	86.7	09/09/14	208.1	10/02/14	4	SRSL
201424308	1	201414	252	9237	102	05/20/14	25.7	06/25/14	50.8	07/23/14	98.3	09/09/14	224	09/17/14	4	SRSL
201424309	1	201414	252	9237	102	05/20/14	28.8	06/25/14	57.1	07/23/14	109.6	09/09/14	233.6	09/17/14	4	SRSL
201424310	1	201414	252	9237	102	05/20/14	29.7	06/25/14	42.5	07/23/14	93.2	09/09/14	210.3	10/02/14	4	SRSL
201424311	1	201414	252	9237	102	05/20/14	24	06/25/14	44.2	07/23/14	83.6	09/09/14	204	09/25/14	4	SRSL
201424312	1	201414	252	9237	102	05/20/14	33.1	06/25/14	62.9	07/23/14	116.4	09/09/14	232.9	09/17/14	4	SRSL
201424313	1	201414	252	9237	102	05/20/14	32.5	06/25/14	68.2	07/23/14	130.3	09/09/14	223.7	09/17/14	4	SRSL
201424314	1	201414	252	9237	102	05/20/14	30.5	06/25/14	48.9	07/23/14	92.7	09/09/14	208.9	09/25/14	4	SRSL
201424315	1	201414	252	9237	102	05/20/14	25.2	06/25/14	50.5	07/23/14	96	09/09/14	196.4	10/02/14	4	SRSL
201424401	2	201414	124	62998246	112	05/20/14	23	06/25/14	45.7	07/23/14	77.1	09/09/14	187.1	04/15/15	4	SRSL
201424501	2	201414	124	62403894	112	05/20/14	26	06/25/14	45.4	07/23/14	103.5	09/09/14	214.9	10/02/14	4	SRSL
201424503	2	201414	124	62403894	112	05/20/14	32.4	06/25/14	59.8	07/23/14	98.8	09/09/14	198.9	10/02/14	4	SRSL
201424506	1	201414	124	62403894	112	05/20/14	24.1	06/25/14	67.3	07/23/14	129.6	09/09/14	268.4	09/17/14	4	SRSL
201424509	1	201414	124	62403894	112	05/20/14	26.3	06/25/14	49	06/25/14	49			07/11/14	3	PNEU
201424601	2	201414	124	64626182	103	05/20/14	35.3	06/25/14	64.9	07/23/14	119.6	09/09/14	229.9	12/03/14	4	SRSL
201424602	2	201414	124	64626182	103	05/20/14	34.9	06/25/14	70.8	07/23/14	123.7	09/09/14	232.8	12/10/14	4	SRSL
201424603	2	201414	124	64626182	103	05/20/14	27.3	06/25/14	41.1	07/23/14	81.7	09/09/14	191.5	09/23/15	4	OTHR
201424604	2	201414	124	64626182	103	05/20/14	19.6	06/25/14	37.9	06/25/14	37.9			07/17/14	3	PNEU
201424605	2	201414	124	64626182	103	05/20/14	23.3	06/25/14	39.6	07/23/14	67.8	09/09/14	167.9	12/03/14	4	SRSL
201424606	2	201414	124	64626182	103	05/20/14	23.7	06/25/14	51.7	07/23/14	93.5	09/09/14	195.3	12/10/14	4	SRSL
201424608	2	201414	124	64626182	103	05/20/14	28	06/25/14	48.8	07/23/14	91.1	09/09/14	181.7	03/05/15	4	SRSL
201424609	1	201414	124	64626182	103	05/20/14	31.6	06/25/14	59.2	07/23/14	106.5	09/09/14	221.3	09/17/14	4	SRSL
201424610	1	201414	124	64626182	103	05/20/14	23.4	06/25/14	42.6	07/23/14	69.8	09/09/14	190.9	10/02/14	4	SRSL
201424611	1	201414	124	64626182	103	05/20/14	26.9	06/25/14	41.6	07/23/14	90.5	09/09/14	193.1	09/25/14	4	SRSL
201424612	1	201414	124	64626182	103	05/20/14	25.1	06/25/14	44.9	07/23/14	88.1	09/09/14	205.5	10/02/14	4	SRSL
201424701	2	201414	252	9237	102	05/20/14	28.1	06/25/14	59.6	07/23/14	107.9	09/09/14	246.4	09/17/14	4	SRSL
201424702	2	201414	252	9237	102	05/20/14	32.6	06/25/14	51.2	07/23/14	106.2	09/09/14	220.7	09/17/14	4	SRSL
201424703	2	201414	252	9237	102	05/20/14	21.4	06/25/14	42.1	07/23/14	85.8	09/09/14	193	10/02/14	4	SRSL
201424704	1	201414	252	9237	102	05/20/14	35.3	06/25/14	60.3	07/23/14	105	08/21/14	135.9	08/21/14	3	ARTH
201424705	1	201414	252	9237	102	05/20/14	30.5	06/25/14	55.2	07/23/14	104.7	09/09/14	238.7	09/17/14	4	SRSL
201424706	1	201414	252	9237	102	05/20/14	30.5	06/25/14	56.2	07/23/14	117.5	09/09/14	253.5	09/17/14	4	SRSL
201424707	1	201414	252	9237	102	05/20/14	31.5	06/25/14	59.1	07/23/14	112.4	09/09/14	237.5	09/17/14	4	SRSL
201424708	1	201414	252	9237	102	05/20/14	31.6	06/25/14	61.5	07/23/14	112.1	09/09/14	233.4	09/17/14	4	SRSL
201424710	1	201414	252	9237	102	05/20/14	29.5	06/25/14	54.2	07/23/14	113	09/09/14	220.4	09/17/14	4	SRSL
